#,Date-Time (PDT),Ch:1 - Temperature   (°C),Ch:2 - Millivolts   (mv),Ch:3 - pH   (pH),Button Down,Button Up,Host Connected,Stopped,End of File
1663,08/11/2023 12:47:00,21.84,-98.10,8.58,,,,,
1664,08/11/2023 12:48:00,21.82,-98.08,8.58,,,,,
1665,08/11/2023 12:49:00,21.82,-98.08,8.58,,,,,
1666,08/11/2023 12:50:00,21.82,-98.08,8.58,,,,,
1667,08/11/2023 12:51:00,21.82,-98.08,8.58,,,,,
1668,08/11/2023 12:52:00,21.82,-98.08,8.58,,,,,
1669,08/11/2023 12:53:00,21.82,-98.08,8.58,,,,,
1670,08/11/2023 12:54:00,21.82,-98.07,8.58,,,,,
1671,08/11/2023 12:55:00,21.82,-98.07,8.58,,,,,
1672,08/11/2023 12:56:00,21.82,-98.07,8.58,,,,,
1673,08/11/2023 12:57:00,21.82,-98.05,8.58,,,,,
1674,08/11/2023 12:58:00,21.82,-98.05,8.58,,,,,
1675,08/11/2023 12:59:00,21.82,-98.05,8.58,,,,,
1676,08/11/2023 13:00:00,21.82,-98.05,8.58,,,,,
1677,08/11/2023 13:01:00,21.82,-98.17,8.58,,,,,
1678,08/11/2023 13:02:00,21.82,-98.03,8.58,,,,,
1679,08/11/2023 13:03:00,21.82,-98.03,8.58,,,,,
1680,08/11/2023 13:04:00,21.82,-98.02,8.58,,,,,
1681,08/11/2023 13:05:00,21.82,-98.02,8.58,,,,,
1682,08/11/2023 13:06:00,21.82,-98.02,8.58,,,,,
1683,08/11/2023 13:07:00,21.82,-98.02,8.58,,,,,
1684,08/11/2023 13:07:15,,,,Logged,,,,
1685,08/11/2023 13:07:16,,,,,Logged,,,
1686,08/11/2023 13:07:31,,,,,,Logged,,
1687,08/11/2023 13:07:45,,,,,,,Logged,Logged
