YY,MM,DD,hh,mm,WVHT,WTMP
2023,3,5,20,56,0.62,13.1
2023,3,5,21,26,0.64,13.1
2023,3,5,21,56,0.66,13
2023,3,5,22,26,0.7,12.9
2023,3,5,22,56,0.75,12.9
2023,3,5,23,26,0.71,12.8
2023,3,5,23,56,0.66,12.9
2023,3,6,0,26,0.67,12.9
2023,3,6,0,56,0.65,12.8
2023,3,6,1,26,0.63,12.7
2023,3,6,1,56,0.62,12.7
2023,3,6,2,26,0.61,12.7
2023,3,6,2,56,0.6,12.7
2023,3,6,3,26,0.62,12.7
2023,3,6,3,56,0.6,12.7
2023,3,6,4,26,0.61,12.7
2023,3,6,4,56,0.65,12.7
2023,3,6,5,26,0.65,12.7
2023,3,6,5,56,0.66,12.6
2023,3,6,6,26,0.63,12.6
2023,3,6,6,56,0.65,12.6
2023,3,6,7,26,0.66,12.6
2023,3,6,7,56,0.69,12.6
2023,3,6,8,26,0.61,12.6
2023,3,6,8,56,0.6,12.6
2023,3,6,9,26,0.65,12.6
2023,3,6,9,56,0.69,12.6
2023,3,6,10,26,0.69,12.6
2023,3,6,10,56,0.66,12.6
2023,3,6,11,26,0.65,12.6
2023,3,6,11,56,0.65,12.6
2023,3,6,12,26,0.69,12.5
2023,3,6,12,56,0.66,12.5
2023,3,6,13,26,0.66,12.5
2023,3,6,13,56,0.68,12.5
2023,3,6,14,26,0.66,12.5
2023,3,6,14,56,0.68,12.5
2023,3,6,15,26,0.66,12.5
2023,3,6,15,56,0.63,12.5
2023,3,6,16,26,0.65,12.6
2023,3,6,16,56,0.64,12.7
2023,3,6,17,26,0.64,13
2023,3,6,17,56,0.67,13
2023,3,6,18,26,0.67,13
2023,3,6,18,56,0.69,12.9
2023,3,6,19,26,0.63,13.3
2023,3,6,19,56,0.7,13.2
2023,3,6,20,26,0.64,13.1
2023,3,6,20,56,0.67,13.3
2023,3,6,21,26,0.71,13.3
2023,3,6,21,56,0.73,13
2023,3,6,22,26,0.75,13
2023,3,6,22,56,0.77,13.1
2023,3,6,23,26,0.74,13.2
2023,3,6,23,56,0.72,13.1
2023,3,7,0,26,0.77,13.2
2023,3,7,0,56,0.77,13.1
2023,3,7,1,26,0.77,13
2023,3,7,1,56,0.8,13
2023,3,7,2,26,0.79,12.9
2023,3,7,2,56,0.77,12.9
2023,3,7,3,26,0.85,12.9
2023,3,7,3,56,0.82,12.8
2023,3,7,4,26,0.78,12.8
2023,3,7,4,56,0.76,12.9
2023,3,7,5,26,0.77,12.8
2023,3,7,5,56,0.75,12.8
2023,3,7,6,26,0.76,12.8
2023,3,7,6,56,0.8,12.8
2023,3,7,7,26,0.76,12.8
2023,3,7,7,56,0.76,12.7
2023,3,7,8,26,0.79,12.7
2023,3,7,8,56,0.72,12.7
2023,3,7,9,26,0.84,12.7
2023,3,7,9,56,0.76,12.7
2023,3,7,10,26,0.76,12.7
2023,3,7,10,56,0.84,12.7
2023,3,7,11,26,0.73,12.7
2023,3,7,11,56,0.69,12.7
2023,3,7,12,26,0.72,12.7
2023,3,7,12,56,0.73,12.6
2023,3,7,13,26,0.74,12.6
2023,3,7,13,56,0.72,12.6
2023,3,7,14,26,0.7,12.6
2023,3,7,14,56,0.69,12.6
2023,3,7,15,26,0.69,12.6
2023,3,7,15,56,0.69,12.6
2023,3,7,16,26,0.72,12.6
2023,3,7,16,56,0.68,12.7
2023,3,7,17,26,0.67,12.8
2023,3,7,17,56,0.69,13.1
2023,3,7,18,26,0.73,13.1
2023,3,7,18,56,0.69,13.9
2023,3,7,19,26,0.73,13.5
2023,3,7,19,56,0.75,13.1
2023,3,7,20,26,0.74,13.2
2023,3,7,20,56,0.77,13.2
2023,3,7,21,26,0.78,13.1
2023,3,7,21,56,0.78,13.2
2023,3,7,22,26,0.8,13.2
2023,3,7,22,56,0.84,13.1
2023,3,7,23,26,0.75,13.1
2023,3,7,23,56,0.74,13
2023,3,8,0,26,0.75,13
2023,3,8,0,56,0.7,12.8
2023,3,8,1,26,0.72,12.7
2023,3,8,1,56,0.69,12.7
2023,3,8,2,26,0.71,12.8
2023,3,8,2,56,0.73,12.8
2023,3,8,3,26,0.74,12.8
2023,3,8,3,56,0.74,12.8
2023,3,8,4,26,0.71,12.7
2023,3,8,4,56,0.76,12.7
2023,3,8,5,26,0.85,12.6
2023,3,8,5,56,0.86,12.6
2023,3,8,6,26,0.86,12.6
2023,3,8,6,56,0.94,12.5
2023,3,8,7,26,0.98,12.5
2023,3,8,7,56,0.94,12.6
2023,3,8,8,26,0.91,12.6
2023,3,8,8,56,0.92,12.6
2023,3,8,9,26,0.89,12.7
2023,3,8,9,56,0.88,12.6
2023,3,8,10,26,0.9,12.6
2023,3,8,10,56,0.87,12.6
2023,3,8,11,26,0.88,12.6
2023,3,8,11,56,0.82,12.6
2023,3,8,12,26,0.8,12.6
2023,3,8,12,56,0.76,12.5
2023,3,8,13,26,0.76,12.5
2023,3,8,13,56,0.72,12.4
2023,3,8,14,26,0.77,12.4
2023,3,8,14,56,0.77,12.3
2023,3,8,15,26,0.75,12.4
2023,3,8,15,56,0.82,12.4
2023,3,8,16,26,0.78,12.5
2023,3,8,16,56,0.8,12.8
2023,3,8,17,26,0.87,13
2023,3,8,17,56,0.92,12.9
2023,3,8,18,26,0.93,13.1
2023,3,8,18,56,0.92,13.1
2023,3,8,19,26,0.89,13.1
2023,3,8,19,56,0.9,13.1
2023,3,8,20,26,0.86,13.1
2023,3,8,20,56,0.91,13.1
2023,3,8,21,26,0.98,13.1
2023,3,8,21,56,0.92,13
2023,3,8,22,26,0.96,13
2023,3,8,22,56,0.94,12.9
2023,3,8,23,26,0.94,12.8
2023,3,8,23,56,0.84,12.7
2023,3,9,0,26,0.84,12.7
2023,3,9,0,56,0.84,12.7
2023,3,9,1,26,0.79,12.8
2023,3,9,1,56,0.74,12.8
2023,3,9,2,26,0.76,12.7
2023,3,9,2,56,0.75,12.7
2023,3,9,3,26,0.7,12.8
2023,3,9,3,56,0.69,12.8
2023,3,9,4,26,0.69,12.8
2023,3,9,4,56,0.65,12.8
2023,3,9,5,26,0.71,12.7
2023,3,9,5,56,0.66,12.8
2023,3,9,6,26,0.71,12.8
2023,3,9,6,56,0.7,12.7
2023,3,9,7,26,0.69,12.7
2023,3,9,7,56,0.68,12.7
2023,3,9,8,26,0.7,12.7
2023,3,9,8,56,0.74,12.7
2023,3,9,9,26,0.7,12.7
2023,3,9,9,56,0.68,12.6
2023,3,9,10,26,0.78,12.6
2023,3,9,10,56,0.69,12.5
2023,3,9,11,26,0.67,12.5
2023,3,9,11,56,0.65,12.5
2023,3,9,12,26,0.6,12.5
2023,3,9,12,56,0.61,12.4
2023,3,9,13,26,0.61,12.4
2023,3,9,13,56,0.56,12.5
2023,3,9,14,26,0.64,12.5
2023,3,9,14,56,0.56,12.5
2023,3,9,15,26,0.49,12.4
2023,3,9,15,56,0.53,12.4
2023,3,9,16,26,0.56,12.4
2023,3,9,16,56,0.52,12.5
2023,3,9,17,26,0.56,12.8
2023,3,9,17,56,0.57,12.9
2023,3,9,18,26,0.59,13.2
2023,3,9,18,56,0.55,13.1
2023,3,9,19,26,0.58,13.3
2023,3,9,19,56,0.7,13.5
2023,3,9,20,26,0.59,13.4
2023,3,9,20,56,0.59,13.4
2023,3,9,21,26,0.63,13.5
2023,3,9,21,56,0.62,13.4
2023,3,9,22,26,0.59,13.2
2023,3,9,22,56,0.62,13.2
2023,3,9,23,26,0.55,13.1
2023,3,9,23,56,0.61,13.1
2023,3,10,0,26,0.65,12.9
2023,3,10,0,56,0.62,13
2023,3,10,1,26,0.69,12.9
2023,3,10,1,56,0.66,12.8
2023,3,10,2,26,0.71,12.6
2023,3,10,2,56,0.68,12.7
2023,3,10,3,26,0.55,12.9
2023,3,10,3,56,0.59,12.9
2023,3,10,4,26,0.56,12.9
2023,3,10,4,56,0.57,12.8
2023,3,10,5,26,0.55,12.8
2023,3,10,5,56,0.5,12.8
2023,3,10,6,26,0.5,12.8
2023,3,10,6,56,0.46,12.7
2023,3,10,7,26,0.49,12.6
2023,3,10,7,56,0.51,12.6
2023,3,10,8,26,0.46,12.6
2023,3,10,8,56,0.52,12.6
2023,3,10,9,26,0.47,12.6
2023,3,10,9,56,0.45,12.7
2023,3,10,10,26,0.51,12.7
2023,3,10,10,56,0.49,12.7
2023,3,10,11,26,0.46,12.7
2023,3,10,11,56,0.42,12.7
2023,3,10,12,26,0.45,12.7
2023,3,10,12,56,0.36,12.7
2023,3,10,13,26,0.38,12.6
2023,3,10,13,56,0.39,12.6
2023,3,10,14,26,0.43,12.6
2023,3,10,14,56,0.46,12.6
2023,3,10,15,26,0.38,12.6
2023,3,10,15,56,0.39,12.7
2023,3,10,16,26,0.42,12.7
2023,3,10,16,56,0.42,12.7
2023,3,10,17,26,0.4,12.7
2023,3,10,17,56,0.43,12.7
2023,3,10,18,26,0.48,12.8
2023,3,10,18,56,0.51,12.8
2023,3,10,19,26,0.48,12.8
2023,3,10,19,56,0.52,12.8
2023,3,10,20,26,0.62,12.8
2023,3,10,20,56,0.7,12.8
2023,3,10,21,26,0.79,12.8
2023,3,10,21,56,0.82,12.7
2023,3,10,22,26,0.88,12.7
2023,3,10,22,56,0.93,12.7
2023,3,10,23,26,1,12.7
2023,3,10,23,56,0.96,12.8
2023,3,11,0,26,0.94,12.7
2023,3,11,0,56,0.96,12.7
2023,3,11,1,26,1.01,12.7
2023,3,11,1,56,1,12.7
2023,3,11,2,26,1.08,12.7
2023,3,11,2,56,1.03,12.6
2023,3,11,3,26,1.03,12.6
2023,3,11,3,56,1.04,12.6
2023,3,11,4,26,0.99,12.6
2023,3,11,4,56,0.97,12.6
2023,3,11,5,26,0.95,12.6
2023,3,11,5,56,0.94,12.6
2023,3,11,6,26,0.95,12.6
2023,3,11,6,56,0.9,12.6
2023,3,11,7,26,0.95,12.6
2023,3,11,7,56,0.96,12.6
2023,3,11,8,26,0.95,12.6
2023,3,11,8,56,0.95,12.7
2023,3,11,9,26,0.93,12.7
2023,3,11,9,56,0.93,12.7
2023,3,11,10,26,0.93,12.7
2023,3,11,10,56,0.87,12.7
2023,3,11,11,26,0.79,12.9
2023,3,11,11,56,0.85,13
2023,3,11,12,26,0.85,13
2023,3,11,12,56,0.86,12.9
2023,3,11,13,26,0.83,12.9
2023,3,11,13,56,0.82,12.9
2023,3,11,14,26,0.86,12.9
2023,3,11,14,56,0.89,12.9
2023,3,11,15,26,0.99,12.8
2023,3,11,15,56,0.86,12.9
2023,3,11,16,26,0.89,12.9
2023,3,11,16,56,0.94,12.9
2023,3,11,17,26,0.89,13
2023,3,11,17,56,1.02,12.9
2023,3,11,18,26,0.97,13.2
2023,3,11,18,56,1,13.4
2023,3,11,19,26,1.02,13.6
2023,3,11,19,56,1.05,13.5
2023,3,11,20,26,0.95,13.6
2023,3,11,20,56,1.05,13.8
2023,3,11,21,26,1.05,13.7
2023,3,11,21,56,1.1,14.1
2023,3,11,22,26,1.05,13.9
2023,3,11,22,56,1.08,14.1
2023,3,11,23,26,1.03,13.8
2023,3,11,23,56,0.94,13.8
2023,3,12,0,26,1.02,13.7
2023,3,12,0,56,0.98,13.6
2023,3,12,1,26,0.97,13.6
2023,3,12,1,56,1.02,13.5
2023,3,12,2,26,0.92,13.8
2023,3,12,2,56,0.93,13.8
2023,3,12,3,26,0.89,13.8
2023,3,12,3,56,0.82,13.8
2023,3,12,4,26,0.79,13.7
2023,3,12,4,56,0.8,13.6
2023,3,12,5,26,0.82,13.7
2023,3,12,5,56,0.85,13.7
2023,3,12,6,26,0.83,13.6
2023,3,12,6,56,0.8,13.5
2023,3,12,7,26,0.8,13.5
2023,3,12,7,56,0.73,13.5
2023,3,12,8,26,0.81,13.6
2023,3,12,8,56,0.77,13.7
2023,3,12,9,26,0.73,13.6
2023,3,12,9,56,0.81,13.6
2023,3,12,10,26,0.75,13.6
2023,3,12,10,56,0.8,13.8
2023,3,12,11,26,0.81,13.8
2023,3,12,11,56,0.83,13.8
2023,3,12,12,26,0.76,13.7
2023,3,12,12,56,0.83,13.7
2023,3,12,13,26,0.79,13.6
2023,3,12,13,56,0.82,13.6
2023,3,12,14,26,0.85,13.6
2023,3,12,14,56,0.89,13.5
2023,3,12,15,26,0.86,13.6
2023,3,12,15,56,0.79,13.6
2023,3,12,16,26,0.77,13.6
2023,3,12,16,56,0.72,13.7
2023,3,12,17,26,0.74,13.8
2023,3,12,17,56,0.73,13.8
2023,3,12,18,26,0.79,13.9
2023,3,12,18,56,0.79,14.1
2023,3,12,19,26,0.8,14.2
2023,3,12,19,56,0.85,14.3
2023,3,12,20,26,0.89,14.5
2023,3,12,20,56,0.86,14.7
2023,3,12,21,26,0.96,14.6
2023,3,12,21,56,0.79,14.7
2023,3,12,22,26,0.81,14.8
2023,3,12,22,56,0.86,14.7
2023,3,12,23,26,0.84,14.5
2023,3,12,23,56,0.87,14.4
2023,3,13,0,26,0.84,14.3
2023,3,13,0,56,0.92,14.3
2023,3,13,1,26,0.87,14.2
2023,3,13,1,56,0.83,14.1
2023,3,13,2,26,0.82,14.1
2023,3,13,2,56,0.94,14
2023,3,13,3,26,0.9,13.9
2023,3,13,3,56,0.86,13.9
2023,3,13,4,26,0.89,13.8
2023,3,13,4,56,0.87,13.7
2023,3,13,5,26,0.85,13.7
2023,3,13,5,56,0.89,13.6
2023,3,13,6,26,0.86,13.5
2023,3,13,6,56,0.88,13.5
2023,3,13,7,26,0.99,13.6
2023,3,13,7,56,0.87,13.5
2023,3,13,8,26,0.88,13.4
2023,3,13,8,56,0.97,13.4
2023,3,13,9,26,0.95,13.4
2023,3,13,9,56,0.94,13.4
2023,3,13,10,26,1,13.4
2023,3,13,10,56,0.95,13.4
2023,3,13,11,26,1.02,13.3
2023,3,13,11,56,0.96,13.3
2023,3,13,12,26,0.84,13.3
2023,3,13,12,56,0.94,13.2
2023,3,13,13,26,0.9,13.2
2023,3,13,13,56,0.94,13.2
2023,3,13,14,26,1.02,13.2
2023,3,13,14,56,0.89,13.2
2023,3,13,15,26,1,13.2
2023,3,13,15,56,0.92,13.3
2023,3,13,16,26,0.95,13.3
2023,3,13,16,56,0.87,13.4
2023,3,13,17,26,1.11,13.5
2023,3,13,17,56,1.03,13.5
2023,3,13,18,26,0.92,13.5
2023,3,13,18,56,0.99,13.5
2023,3,13,19,26,0.95,13.6
2023,3,13,19,56,0.84,13.7
2023,3,13,20,26,0.86,13.8
2023,3,13,20,56,0.88,13.8
2023,3,13,21,26,0.75,13.7
2023,3,13,21,56,0.91,13.7
2023,3,13,22,26,0.91,13.7
2023,3,13,22,56,0.98,13.7
2023,3,13,23,26,0.98,13.7
2023,3,13,23,56,0.91,13.7
2023,3,14,0,26,0.98,13.6
2023,3,14,0,56,0.93,13.6
2023,3,14,1,26,0.88,13.5
2023,3,14,1,56,1.1,13.4
2023,3,14,2,26,1,13.4
2023,3,14,2,56,0.99,13.4
2023,3,14,3,26,0.99,13.3
2023,3,14,3,56,0.9,13.3
2023,3,14,4,26,0.96,13.3
2023,3,14,4,56,1,13.2
2023,3,14,5,26,0.9,13.2
2023,3,14,5,56,0.87,13.2
2023,3,14,6,26,0.8,13.1
2023,3,14,6,56,0.79,13.1
2023,3,14,7,26,0.93,13.1
2023,3,14,7,56,0.87,13.1
2023,3,14,8,26,0.86,13.1
2023,3,14,8,56,0.8,13
2023,3,14,9,26,0.97,13
2023,3,14,9,56,0.75,13.1
2023,3,14,10,26,0.82,13
2023,3,14,10,56,0.81,13
2023,3,14,11,26,0.78,13
2023,3,14,11,56,0.75,13
2023,3,14,12,26,0.69,13
2023,3,14,12,56,0.68,13.1
2023,3,14,13,26,0.75,13.1
2023,3,14,13,56,0.77,13.1
2023,3,14,14,26,0.69,13.2
2023,3,14,14,56,0.74,13.3
2023,3,14,15,26,0.79,13.3
2023,3,14,15,56,0.73,13.4
2023,3,14,16,26,0.76,13.4
2023,3,14,16,56,0.77,13.4
2023,3,14,17,26,0.74,13.4
2023,3,14,17,56,0.71,13.4
2023,3,14,18,26,0.76,13.4
2023,3,14,18,56,0.67,13.4
2023,3,14,19,26,0.69,13.4
2023,3,14,19,56,0.7,13.4
2023,3,14,20,26,0.7,13.3
2023,3,14,20,56,0.76,13.3
2023,3,14,21,26,0.76,13.3
2023,3,14,21,56,0.68,13.4
2023,3,14,22,26,0.66,13.4
2023,3,14,22,56,0.72,13.5
2023,3,14,23,26,0.66,13.4
2023,3,14,23,56,0.68,13.5
2023,3,15,0,26,0.84,13.4
2023,3,15,0,56,0.82,13.4
2023,3,15,1,26,0.8,13.4
2023,3,15,1,56,0.83,13.4
2023,3,15,2,26,0.94,13.4
2023,3,15,2,56,0.9,13.4
2023,3,15,3,26,0.88,13.4
2023,3,15,3,56,0.88,13.4
2023,3,15,4,26,0.91,13.4
2023,3,15,4,56,0.99,13.4
2023,3,15,5,26,0.97,13.3
2023,3,15,5,56,1.08,13.3
2023,3,15,6,26,1.15,13.3
2023,3,15,6,56,1.23,13.3
2023,3,15,7,26,1.32,13.3
2023,3,15,7,56,1.44,13.3
2023,3,15,8,26,1.47,13.2
2023,3,15,8,56,1.57,13.2
2023,3,15,9,26,1.49,13.3
2023,3,15,9,56,1.4,13.3
2023,3,15,10,26,1.39,13.4
2023,3,15,10,56,1.38,13.4
2023,3,15,11,26,1.44,13.4
2023,3,15,11,56,1.32,13.4
2023,3,15,12,26,1.35,13.4
2023,3,15,12,56,1.34,13.4
2023,3,15,13,26,1.24,13.5
2023,3,15,13,56,1.18,13.5
2023,3,15,14,26,1.19,13.5
2023,3,15,14,56,1.14,13.8
2023,3,15,15,26,1.2,13.8
2023,3,15,15,56,1.2,13.9
2023,3,15,16,26,1.1,13.9
2023,3,15,16,56,1.08,14
2023,3,15,17,26,1.12,14
2023,3,15,17,56,1.08,14
2023,3,15,18,26,1.21,14
2023,3,15,18,56,1.17,14.1
2023,3,15,19,26,1.26,14.1
2023,3,15,19,56,1.27,14
2023,3,15,20,26,1.18,14.1
2023,3,15,20,56,1.22,14.1
2023,3,15,21,26,1.3,14
2023,3,15,21,56,1.27,14
2023,3,15,22,26,1.27,14
2023,3,15,22,56,1.31,14
2023,3,15,23,26,1.28,14.1
2023,3,15,23,56,1.32,14
2023,3,16,0,26,1.32,14
2023,3,16,0,56,1.28,13.9
2023,3,16,1,26,1.3,13.9
2023,3,16,1,56,1.15,13.9
2023,3,16,2,26,1.2,13.9
2023,3,16,2,56,1.23,13.9
2023,3,16,3,26,1.26,13.9
2023,3,16,3,56,1.34,13.9
2023,3,16,4,26,1.36,14
2023,3,16,4,56,1.25,13.9
2023,3,16,5,26,1.27,13.9
2023,3,16,5,56,1.22,13.9
2023,3,16,6,26,1.15,13.9
2023,3,16,6,56,1.1,13.9
2023,3,16,7,26,1.14,13.9
2023,3,16,7,56,1.13,13.8
2023,3,16,8,26,1.05,13.8
2023,3,16,8,56,1.02,13.8
2023,3,16,9,26,1.06,13.8
2023,3,16,9,56,0.91,13.8
2023,3,16,10,26,0.94,13.8
2023,3,16,10,56,1,13.8
2023,3,16,11,26,0.98,13.8
2023,3,16,11,56,1.03,13.8
2023,3,16,12,26,0.94,13.7
2023,3,16,12,56,1.04,13.7
2023,3,16,13,26,0.99,13.6
2023,3,16,13,56,1.05,13.7
2023,3,16,14,26,1,13.7
2023,3,16,14,56,0.97,13.6
2023,3,16,15,26,0.92,13.6
2023,3,16,15,56,0.96,13.7
2023,3,16,16,26,0.93,13.8
2023,3,16,16,56,0.88,13.8
2023,3,16,17,26,0.89,13.9
2023,3,16,17,56,0.85,14
2023,3,16,18,26,0.83,14.1
2023,3,16,18,56,0.8,14.1
2023,3,16,19,26,0.75,14.1
2023,3,16,19,56,0.73,14.2
2023,3,16,20,26,0.69,14.2
2023,3,16,20,56,0.73,14.3
2023,3,16,21,26,0.69,14.4
2023,3,16,21,56,0.72,14.3
2023,3,16,22,26,0.71,14.5
2023,3,16,22,56,0.68,14.4
2023,3,16,23,26,0.69,14.5
2023,3,16,23,56,0.68,14.6
2023,3,17,0,26,0.75,14.5
2023,3,17,0,56,0.68,14.5
2023,3,17,1,26,0.7,14.5
2023,3,17,1,56,0.7,14.5
2023,3,17,2,26,0.7,14.5
2023,3,17,2,56,0.72,14.4
2023,3,17,3,26,0.7,14.4
2023,3,17,3,56,0.68,14.3
2023,3,17,4,26,0.69,14.4
2023,3,17,4,56,0.68,14.3
2023,3,17,5,26,0.7,14.3
2023,3,17,5,56,0.68,14.3
2023,3,17,6,26,0.64,14.5
2023,3,17,6,56,0.61,14.5
2023,3,17,7,26,0.59,14.3
2023,3,17,7,56,0.62,14.3
2023,3,17,8,26,0.61,14.1
2023,3,17,8,56,0.56,13.9
2023,3,17,9,26,0.6,13.9
2023,3,17,9,56,0.55,13.7
2023,3,17,10,26,0.57,13.8
2023,3,17,10,56,0.57,13.8
2023,3,17,11,26,0.52,13.8
2023,3,17,11,56,0.57,14
2023,3,17,12,26,0.6,14.2
2023,3,17,12,56,0.53,13.8
2023,3,17,13,26,0.62,13.9
2023,3,17,13,56,0.57,13.6
2023,3,17,14,26,0.57,13.8
2023,3,17,14,56,0.55,14
2023,3,17,15,26,0.48,14.1
2023,3,17,15,56,0.57,14.2
2023,3,17,16,26,0.57,14.4
2023,3,17,16,56,0.56,14.7
2023,3,17,17,26,0.61,14.8
2023,3,17,17,56,0.6,15.3
2023,3,17,18,26,0.57,15.4
2023,3,17,18,56,0.52,15.6
2023,3,17,19,26,0.54,15.6
2023,3,17,19,56,0.55,15.2
2023,3,17,20,26,0.5,15.8
2023,3,17,20,56,0.52,15.6
2023,3,17,21,26,0.54,15.4
2023,3,17,21,56,0.59,15.1
2023,3,17,22,26,0.6,14.9
2023,3,17,22,56,0.65,14.8
2023,3,17,23,26,0.66,14.9
2023,3,17,23,56,0.67,14.7
2023,3,18,0,26,0.59,14.7
2023,3,18,0,56,0.67,14.5
2023,3,18,1,26,0.62,14.4
2023,3,18,1,56,0.61,14.3
2023,3,18,2,26,0.66,14.2
2023,3,18,2,56,0.66,14.1
2023,3,18,3,26,0.65,14
2023,3,18,3,56,0.64,13.9
2023,3,18,4,26,0.58,13.8
2023,3,18,4,56,0.58,13.9
2023,3,18,5,26,0.58,14
2023,3,18,5,56,0.59,14
2023,3,18,6,26,0.65,13.9
2023,3,18,6,56,0.68,13.7
2023,3,18,7,26,0.59,13.7
2023,3,18,7,56,0.61,13.6
2023,3,18,8,26,0.58,13.6
2023,3,18,8,56,0.59,13.6
2023,3,18,9,26,0.59,13.5
2023,3,18,9,56,0.61,13.5
2023,3,18,10,26,0.55,13.5
2023,3,18,10,56,0.51,13.5
2023,3,18,11,26,0.59,13.5
2023,3,18,11,56,0.57,13.5
2023,3,18,12,26,0.58,13.4
2023,3,18,12,56,0.55,13.3
2023,3,18,13,26,0.58,13.2
2023,3,18,13,56,0.56,13.1
2023,3,18,14,26,0.53,13.1
2023,3,18,14,56,0.53,13.2
2023,3,18,15,26,0.59,13.2
2023,3,18,15,56,0.61,13.5
2023,3,18,16,26,0.57,13.5
2023,3,18,16,56,0.54,13.6
2023,3,18,17,26,0.53,13.9
2023,3,18,17,56,0.66,14.7
2023,3,18,18,26,0.63,15
2023,3,18,18,56,0.53,14.7
2023,3,18,19,26,0.56,15.6
2023,3,18,19,56,0.56,15.1
2023,3,18,20,26,0.52,14.9
2023,3,18,20,56,0.54,15.4
2023,3,18,21,26,0.53,15.2
2023,3,18,21,56,0.51,15.2
2023,3,18,22,26,0.5,15.5
2023,3,18,22,56,0.5,15.8
2023,3,18,23,26,0.53,15.2
2023,3,18,23,56,0.5,14.3
2023,3,19,0,26,0.53,14.3
2023,3,19,0,56,0.54,14.3
2023,3,19,1,26,0.49,13.9
2023,3,19,1,56,0.58,13.9
2023,3,19,2,26,0.57,14
2023,3,19,2,56,0.64,14.3
2023,3,19,3,26,0.62,14.3
2023,3,19,3,56,0.56,14.3
2023,3,19,4,26,0.6,14.2
2023,3,19,4,56,0.6,14.2
2023,3,19,5,26,0.62,14.1
2023,3,19,5,56,0.58,14.1
2023,3,19,6,26,0.61,14.2
2023,3,19,6,56,0.57,14.2
2023,3,19,7,26,0.56,14.3
2023,3,19,7,56,0.56,13.8
2023,3,19,8,26,0.53,13.8
2023,3,19,8,56,0.57,13.7
2023,3,19,9,26,0.56,13.7
2023,3,19,9,56,0.55,13.7
2023,3,19,10,26,0.57,13.7
2023,3,19,10,56,0.64,13.6
2023,3,19,11,26,0.54,13.6
2023,3,19,11,56,0.53,13.9
2023,3,19,12,26,0.57,13.9
2023,3,19,12,56,0.58,14
2023,3,19,13,26,0.59,14
2023,3,19,13,56,0.56,14.1
2023,3,19,14,26,0.55,14.1
2023,3,19,14,56,0.64,13.7
2023,3,19,15,26,0.51,13.8
2023,3,19,15,56,0.52,14
2023,3,19,16,26,0.63,14.1
2023,3,19,16,56,0.65,14.1
2023,3,19,17,26,0.62,14.2
2023,3,19,17,56,0.59,14.1
2023,3,19,18,26,0.56,14.1
2023,3,19,18,56,0.56,14.1
2023,3,19,19,26,0.58,14.1
2023,3,19,19,56,0.62,14.2
2023,3,19,20,26,0.51,14.2
2023,3,19,20,56,0.64,14.3
2023,3,19,21,26,0.64,14.4
2023,3,19,21,56,0.63,14.4
2023,3,19,22,26,0.57,14.4
2023,3,19,22,56,0.65,14.4
2023,3,19,23,26,0.62,14.3
2023,3,19,23,56,0.76,14.5
2023,3,20,0,26,0.68,14.5
2023,3,20,0,56,0.69,14.5
2023,3,20,1,26,0.7,14.5
2023,3,20,1,56,0.72,14.5
2023,3,20,2,26,0.68,14.5
2023,3,20,2,56,0.66,14.4
2023,3,20,3,26,0.71,14.3
2023,3,20,3,56,0.78,14.4
2023,3,20,4,26,0.63,14.5
2023,3,20,4,56,0.6,14.5
2023,3,20,5,26,0.68,14.5
2023,3,20,5,56,0.61,14.6
2023,3,20,6,26,0.66,14.5
2023,3,20,6,56,0.64,14.5
2023,3,20,7,26,0.67,14.4
2023,3,20,7,56,0.66,14.4
2023,3,20,8,26,0.77,14.4
2023,3,20,8,56,0.81,14.4
2023,3,20,9,26,0.86,14.3
2023,3,20,9,56,0.82,14.3
2023,3,20,10,26,0.86,14.3
2023,3,20,10,56,0.73,14.3
2023,3,20,11,26,0.82,14.2
2023,3,20,11,56,0.74,14.2
2023,3,20,12,26,0.77,14.2
2023,3,20,12,56,0.72,14.2
2023,3,20,13,26,0.78,14.2
2023,3,20,13,56,0.78,14.1
2023,3,20,14,26,0.72,14.1
2023,3,20,14,56,0.83,14.1
2023,3,20,15,26,0.82,14.2
2023,3,20,15,56,0.78,14.2
2023,3,20,16,26,0.85,14.2
2023,3,20,16,56,0.83,14.2
2023,3,20,17,26,0.88,14.2
2023,3,20,17,56,0.82,14.2
2023,3,20,18,26,0.77,14.3
2023,3,20,18,56,0.79,14.4
2023,3,20,19,26,0.82,14.4
2023,3,20,19,56,0.83,14.4
2023,3,20,20,26,0.83,14.5
2023,3,20,20,56,0.79,14.5
2023,3,20,21,26,0.79,14.5
2023,3,20,21,56,0.8,14.5
2023,3,20,22,26,0.8,14.5
2023,3,20,22,56,0.81,14.5
2023,3,20,23,26,0.8,14.5
2023,3,20,23,56,0.83,14.5
2023,3,21,0,26,0.82,14.4
2023,3,21,0,56,0.78,14.4
2023,3,21,1,26,0.8,14.3
2023,3,21,1,56,0.8,14.3
2023,3,21,2,26,0.78,14.2
2023,3,21,2,56,0.91,14.2
2023,3,21,3,26,0.83,14.2
2023,3,21,3,56,0.77,14.1
2023,3,21,4,26,0.78,14.2
2023,3,21,4,56,0.84,14.2
2023,3,21,5,26,0.84,14.4
2023,3,21,5,56,0.88,14.5
2023,3,21,6,26,0.82,14.6
2023,3,21,6,56,0.8,14.6
